Date,North
2021-12-10,91.4836
2021-12-13,53.6564
2021-12-14,60.2593
2021-12-15,7.5169
2021-12-16,58.8455
2021-12-17,-65.612
2021-12-20,-9.7076
2021-12-21,-9.9701
2021-12-22,-17.4491
2021-12-23,24.9186
2021-12-28,12.9255
2021-12-29,6.619
2021-12-30,81.4141
2021-12-31,45.7302
2022-01-04,4.6016
2022-01-05,30.4631
2022-01-06,-66.3795
2022-01-07,93.3463
2022-01-10,47.5756
2022-01-11,-40.2641
2022-01-12,70.1779
2022-01-13,-5.8546
2022-01-14,2.8197
2022-01-17,17.0662
2022-01-18,23.3508
2022-01-19,38.212
2022-01-20,125.7647
2022-01-21,87.5781
2022-01-24,34.5233
2022-01-25,-35.7358
2022-01-26,11.3936
2022-01-27,-146.2353
2022-01-28,-124.6586
2022-02-07,55.517
2022-02-08,-8.1718
2022-02-09,4.8429
2022-02-10,45.2049
2022-02-11,10.0494
2022-02-14,-37.884
2022-02-15,-35.4439
2022-02-16,-16.2341
2022-02-17,17.2003
2022-02-18,48.375
2022-02-21,-35.2141
2022-02-22,-73.3974
2022-02-23,14.2172
2022-02-24,-33.5795
2022-02-25,63.8465
2022-02-28,20.4715
2022-03-01,32.7626
2022-03-02,-7.7557
2022-03-03,-7.3085
2022-03-04,4.5739
2022-03-07,-82.712
2022-03-08,-86.9896
2022-03-09,-109.3445
2022-03-10,-33.7396
2022-03-11,-50.4177
2022-03-14,-144.0822
2022-03-15,-160.2449
2022-03-16,-0.823
2022-03-17,53.653
2022-03-18,84.5742
2022-03-21,-84.1861
2022-03-22,-9.2178
2022-03-23,-1.9361
2022-03-24,-1.2749
2022-03-25,-31.1743
2022-03-28,50.3035
2022-03-29,-3.281
2022-03-30,127.2561
2022-03-31,10.5345
2022-04-01,44.2089
2022-04-06,-53.2101
2022-04-07,-6.0855
2022-04-08,-6.2742
2022-04-11,-57.6163
2022-04-12,91.3704
2022-04-13,-4.9762
2022-04-19,-19.4362
2022-04-20,-52.8772
2022-04-21,9.1098
2022-04-22,67.6497
2022-04-25,-43.9732
2022-04-26,15.4291
2022-04-27,43.5948
2022-04-28,-6.3656
2022-04-29,42.4556
2022-05-05,-23.6228
2022-05-10,-89.2581
2022-05-11,22.2772
2022-05-12,-27.0276
2022-05-13,20.7861
2022-05-16,-78.2606
2022-05-17,59.6005
2022-05-18,-22.7744
2022-05-19,51.2504
2022-05-20,142.3606
2022-05-23,-57.4384
2022-05-24,-95.4914
2022-05-25,34.0941
2022-05-26,-15.9727
2022-05-27,39.0061
2022-05-30,70.4874
2022-05-31,138.6548
2022-06-01,12.474
2022-06-02,31.8261
2022-06-06,112.5469
2022-06-07,46.0702
2022-06-08,57.6718
2022-06-09,35.7941
2022-06-10,116.2203
2022-06-13,-135.1919
2022-06-14,39.4444
2022-06-15,133.592
2022-06-16,44.5203
2022-06-17,91.6752
2022-06-20,-97.0329
2022-06-21,-10.6227
2022-06-22,-68.2002
2022-06-23,120.3274
2022-06-24,96.1729
2022-06-27,72.6547
2022-06-28,46.4815
2022-06-29,-16.8253
2022-07-04,45.015
2022-07-05,-13.4847
2022-07-06,-13.826
2022-07-07,5.541
2022-07-08,12.3585
2022-07-11,-10.6843
2022-07-12,-42.5097
2022-07-13,-68.741
2022-07-14,-9.1681
2022-07-15,-89.3053
2022-07-18,35.5158
2022-07-19,-98.5852
2022-07-20,36.7802
2022-07-21,-27.5217
2022-07-22,16.446
2022-07-25,-33.8505
2022-07-26,72.5675
2022-07-27,-37.3815
2022-07-28,27.3335
2022-07-29,-17.1896
2022-08-01,23.9824
2022-08-02,-23.1121
2022-08-03,-10.4936
2022-08-04,-32.0489
2022-08-05,29.3393
2022-08-08,-10.7492
2022-08-09,-22.1222
2022-08-10,-62.3649
2022-08-11,132.9533
2022-08-12,38.782
2022-08-15,10.8675
2022-08-16,8.6749
2022-08-17,68.72
2022-08-18,-46.1275
2022-08-19,17.127
2022-08-22,43.2477
2022-08-23,-92.2806
2022-08-24,-66.1469
2022-08-25,16.7051
2022-08-26,51.5133
2022-08-29,21.4523
2022-08-30,-49.7981
2022-08-31,79.0047
2022-09-01,-8.4176
2022-09-02,-37.8291
2022-09-05,-76.1499
2022-09-06,-38.9912
2022-09-07,-33.7362
2022-09-08,-0.8659
2022-09-09,147.5323
2022-09-13,39.7118
2022-09-14,-14.1425
2022-09-15,-41.3303
2022-09-16,-45.1234
2022-09-19,16.0271
2022-09-20,-5.2273
2022-09-21,-30.5981
2022-09-22,-36.4856
2022-09-23,-5.0559
2022-09-26,42.7658
2022-09-27,32.7247
2022-09-28,-38.3956
2022-09-29,34.2908
2022-09-30,-13.01
2022-10-10,14.3069
2022-10-11,-12.4416
2022-10-12,-58.7558
2022-10-13,-80.3494
2022-10-14,74.7199
2022-10-17,-44.2467
2022-10-18,-37.5658
2022-10-19,-60.0228
2022-10-20,-62.2339
2022-10-21,-89.2272
2022-10-24,-179.1152
2022-10-25,28.4492
2022-10-26,34.3271
2022-10-27,9.5901
2022-10-28,-20.3151
2022-10-31,-90.1209
2022-11-01,61.5457
2022-11-02,-75.8173
2022-11-03,-45.6491
2022-11-04,99.9272
2022-11-07,-40.3161
2022-11-08,-37.9371
2022-11-09,-6.8382
2022-11-10,-7.5726
2022-11-11,146.6607
2022-11-14,166.0193
2022-11-15,81.5423
2022-11-16,9.9835
2022-11-17,14.0872
2022-11-18,51.1998
2022-11-21,-20.4554
2022-11-22,-7.5908
2022-11-23,15.6522
2022-11-24,12.358
2022-11-25,74.5146
2022-11-28,-37.5961
2022-11-29,98.0569
2022-11-30,49.1738
2022-12-01,114.4957
2022-12-02,40.9406
2022-12-05,58.9344
2022-12-06,5.4091
2022-12-07,2.7348
2022-12-08,1.1362
2022-12-09,-2.7149
2022-12-12,-43.3764
2022-12-13,-9.4654
2022-12-14,16.5171
2022-12-15,49.3589
2022-12-16,43.6153
2022-12-19,-14.9145
2022-12-20,11.5601
2022-12-21,18.7393
2022-12-22,28.1454
2022-12-28,39.1833
2022-12-29,-11.0987
2022-12-30,0.9311
2023-01-03,-6.45
2023-01-04,18.442
2023-01-05,127.5333
2023-01-06,60.6626
2023-01-09,77.003
2023-01-10,58.0124
2023-01-11,76.1421
2023-01-12,95.4478
2023-01-13,133.3612
2023-01-16,158.4269
2023-01-17,92.8797
2023-01-18,47.3539
2023-01-19,93.9331
2023-01-20,92.5646
2023-01-30,186.1432
2023-01-31,101.4415
2023-02-01,69.7374
2023-02-02,26.9348
2023-02-03,-42.463
2023-02-06,-5.434
2023-02-07,-38.6092
2023-02-08,-13.8891
2023-02-09,121.0055
2023-02-10,-33.7427
2023-02-13,6.923
2023-02-14,5.9876
2023-02-15,-18.6351
2023-02-16,67.943
2023-02-17,20.294
2023-02-20,60.0328
2023-02-21,18.5403
2023-02-22,-47.3423
2023-02-23,-21.503
2023-02-24,-50.971
2023-02-27,-19.1883
2023-02-28,-13.0403
2023-03-01,70.1031
2023-03-02,7.6549
2023-03-03,20.6633
2023-03-06,0.758
2023-03-07,-1.8779
2023-03-08,-10.1427
2023-03-09,-41.7604
2023-03-10,-52.9583
2023-03-13,27.7019
2023-03-14,7.5472
2023-03-15,32.8614
2023-03-16,7.8736
2023-03-17,71.8259
2023-03-20,16.0245
2023-03-21,42.9514
2023-03-22,4.786
2023-03-23,48.083
2023-03-24,-2.3417
2023-03-27,-6.9414
2023-03-28,3.5447
2023-03-29,43.2294
2023-03-30,48.0711
2023-03-31,16.7436
2023-04-03,5.7865
2023-04-04,-36.5078
2023-04-11,26.264
2023-04-12,-42.0812
2023-04-13,-0.8688
2023-04-14,64.2429
2023-04-17,19.1803
2023-04-18,22.6448
2023-04-19,-9.1571
2023-04-20,46.9084
2023-04-21,-76.1925
2023-04-24,-38.2772
2023-04-25,-49.1722
2023-04-26,7.513
2023-04-27,-1.6645
2023-04-28,15.8538
2023-05-04,-14.3897
2023-05-05,6.332
2023-05-08,20.494
2023-05-09,9.8346
2023-05-10,55.7137
2023-05-11,0.2937
2023-05-12,13.2604
2023-05-15,40.8483
2023-05-16,-34.0079
2023-05-17,16.8657
2023-05-18,-18.3592
2023-05-19,-22.2557
2023-05-22,41.3191
2023-05-23,-79.7615
2023-05-24,-44.8228
2023-05-25,-95.6153
2023-05-29,14.3687
2023-05-30,6.4948
2023-05-31,-37.981
2023-06-01,-18.0156
2023-06-02,85.344
2023-06-05,-12.1482
2023-06-06,-10.7745
2023-06-07,25.1099
2023-06-08,29.515
2023-06-09,-14.4091
2023-06-12,-29.2961
2023-06-13,-2.3147
2023-06-14,-21.9439
2023-06-15,92.0092
2023-06-16,105.4554
2023-06-19,-14.4652
2023-06-20,17.4191
2023-06-21,-6.4124
2023-06-26,21.1721
2023-06-27,-25.9612
2023-06-28,-40.7163
2023-06-29,-76.0604
2023-06-30,36.7525
2023-07-03,26.8538
2023-07-04,-19.4951
2023-07-05,-40.3503
2023-07-06,-13.4395
2023-07-07,-45.1723
2023-07-10,12.303
2023-07-11,34.8909
2023-07-12,4.9456
2023-07-13,135.8464
2023-07-14,10.4519
2023-07-18,-87.6516
2023-07-19,-49.3151
2023-07-20,3.4665
2023-07-21,58.2507
2023-07-24,-51.4256
2023-07-25,189.8341
2023-07-26,5.1513
2023-07-27,37.4709
2023-07-28,164.0298
2023-07-31,93.4677
2023-08-01,48.5429
2023-08-02,-50.192
2023-08-03,5.4337
2023-08-04,27.4204
2023-08-07,-24.9765
2023-08-08,-68.1455
2023-08-09,-13.3188
2023-08-10,-25.9863
2023-08-11,-123.375
2023-08-14,-46.63
